
----------------------------- live log collection ------------------------------
DEBUG    jax._src.path:path.py:41 etils.epath found. Using etils.epath for file I/O.

DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: fc04178b0eb773d36247298daf11622e3078a683facde94304c7e4363e63c652
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: 3ccf3779d711542b0ec15f998c8d0f1b26e4b60459a382a931642998ae63f693
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: 3ccf3779d711542b0ec15f998c8d0f1b26e4b60459a382a931642998ae63f693
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_convert_element_type' with key 'jit_convert_element_type-3ccf3779d711542b0ec15f998c8d0f1b26e4b60459a382a931642998ae63f693'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_convert_element_type' because it took < 1.00 seconds to compile (0.00s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(convert_element_type) in 0.005574465 sec
PASSED                                                                   [ 61%]
tests/test_manifolds_jax.py::test_scalar_mul[PoincareBall-10-float64] PASSED [ 61%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[PoincareBall-10-float64] PASSED [ 61%]
tests/test_manifolds_jax.py::test_addition[PoincareBall-10-float32] PASSED [ 61%]
tests/test_manifolds_jax.py::test_scalar_mul[PoincareBall-10-float32] PASSED [ 62%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[PoincareBall-10-float32] PASSED [ 62%]
tests/test_manifolds_jax.py::test_addition[PoincareBall-5-float64] 
-------------------------------- live log setup --------------------------------
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming convert_element_type for pjit in 0.000207186 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(convert_element_type) with global shapes and types (ShapedArray(float32[15000,5]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(convert_element_type) in 0.001779318 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: d6d515d39d87527c5e12f416c0fe67798829f85499b0cee2d66f380ecf060d41
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: d6d515d39d87527c5e12f416c0fe67798829f85499b0cee2d66f380ecf060d41
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: eff6260314b5be96b55f4f686f6845564a706c957c0fe9dc7d8230150fe088f7
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: 562084a47e75ec6bb1e97a85ad47694daafb1b8a94f6ef0515b6b426543e55d0
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: 562084a47e75ec6bb1e97a85ad47694daafb1b8a94f6ef0515b6b426543e55d0
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: 2d2e1583232fb54b9689b3f37dfc58082ff26a6b3ce5cc5bb60e312d1221d6b1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: dd70f684dc252f3b75580b2d679aa690c4379da56b8ffb044e8b5fe748f77ddd
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: 5a6deb3794ae02bc5a69809ee17fc6afe856f0a31ae26d8b0c0977ae8f6f0710
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: 5a6deb3794ae02bc5a69809ee17fc6afe856f0a31ae26d8b0c0977ae8f6f0710
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_convert_element_type' with key 'jit_convert_element_type-5a6deb3794ae02bc5a69809ee17fc6afe856f0a31ae26d8b0c0977ae8f6f0710'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_convert_element_type' because it took < 1.00 seconds to compile (0.00s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(convert_element_type) in 0.005541325 sec
PASSED                                                                   [ 62%]
tests/test_manifolds_jax.py::test_scalar_mul[PoincareBall-5-float64] PASSED [ 62%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[PoincareBall-5-float64] PASSED [ 62%]
tests/test_manifolds_jax.py::test_addition[PoincareBall-5-float32] PASSED [ 62%]
tests/test_manifolds_jax.py::test_scalar_mul[PoincareBall-5-float32] PASSED [ 62%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[PoincareBall-5-float32] PASSED [ 62%]
tests/test_manifolds_jax.py::test_addition[PoincareBall-2-float64] 
-------------------------------- live log setup --------------------------------
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming convert_element_type for pjit in 0.000199795 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(convert_element_type) with global shapes and types (ShapedArray(float32[15000,2]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(convert_element_type) in 0.001683712 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: a82961bfe469cf32eb3b13d24bed09920e72b2d26a6060cfd8bb052be6aa0186
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: a82961bfe469cf32eb3b13d24bed09920e72b2d26a6060cfd8bb052be6aa0186
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: 4ea0739e3324ec92110dee50f75b97fe7723f214def7833f413580b67566b53a
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: 863dc3655e32532a6ccc1f153679dfb56573d90a0d7fccb1cda705d3144d0081
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: 863dc3655e32532a6ccc1f153679dfb56573d90a0d7fccb1cda705d3144d0081
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: dd774a2dc66da8e3b3d88dd29ced25b94d2e3811c3793a82245a0bdeceaf0997
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: 4b7c9eb07da781c18d7007fa1ae30be57a27342fc908a3b665c89c769a8d4457
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: d413e0cd2f0de9877c3d37fdfcd2ed418a327ac0bea3a5e595613df0db2c6761
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: d413e0cd2f0de9877c3d37fdfcd2ed418a327ac0bea3a5e595613df0db2c6761
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_convert_element_type' with key 'jit_convert_element_type-d413e0cd2f0de9877c3d37fdfcd2ed418a327ac0bea3a5e595613df0db2c6761'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_convert_element_type' because it took < 1.00 seconds to compile (0.00s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(convert_element_type) in 0.005272865 sec
PASSED                                                                   [ 62%]
tests/test_manifolds_jax.py::test_scalar_mul[PoincareBall-2-float64] PASSED [ 63%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[PoincareBall-2-float64] PASSED [ 63%]
tests/test_manifolds_jax.py::test_addition[PoincareBall-15-float64] 
-------------------------------- live log setup --------------------------------
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming convert_element_type for pjit in 0.000335693 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(convert_element_type) with global shapes and types (ShapedArray(float32[15000,15]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(convert_element_type) in 0.001771450 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: ca63c96bbf097a5bfd6b457cc6800450f3b543bbd6ae742a4a6eea4b9de3ff70
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: ca63c96bbf097a5bfd6b457cc6800450f3b543bbd6ae742a4a6eea4b9de3ff70
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: f22569c8ad39dc08dedb1956236286cb406779e31fedd3cbfda3434b182b423a
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: 58b50063d09420d2a1ff5f325cef4a5fed3ea7b188d6ba1479a35fc4b552a093
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: 58b50063d09420d2a1ff5f325cef4a5fed3ea7b188d6ba1479a35fc4b552a093
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: 1f2d9a5c705ed81b31e340246b717f8e581194df180b0e15bc110caca34b4988
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: e87fb3a1dd400b5c62665624b87fb89532fa4f148b01c4186fef598e9d5c8807
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: 91eb71736f82626c890752ff1712b38c430dbd20ed51edd3c9823063b054132e
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: 91eb71736f82626c890752ff1712b38c430dbd20ed51edd3c9823063b054132e
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_convert_element_type' with key 'jit_convert_element_type-91eb71736f82626c890752ff1712b38c430dbd20ed51edd3c9823063b054132e'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_convert_element_type' because it took < 1.00 seconds to compile (0.00s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(convert_element_type) in 0.005361080 sec
-------------------------------- live log call ---------------------------------
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming split for pjit in 0.000270128 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(split) with global shapes and types (ShapedArray(float32[15000,15]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(split) in 0.001967669 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: f2a5c81fb5b0c658a1a44ca93a853b5bd9d1ceb867099ef98383021915bdf5b3
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: f2a5c81fb5b0c658a1a44ca93a853b5bd9d1ceb867099ef98383021915bdf5b3
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: 19d8804a59c65eca869eacd883dc37f1d3740e3d2d9e12630656b9a2224ada72
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: 2fceefae6d95ef2a356476528b7a7de7df431e2c651afd3dc0ed705468c9b405
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: 2fceefae6d95ef2a356476528b7a7de7df431e2c651afd3dc0ed705468c9b405
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 72414d33b87d9bc7dc117792f17108240cf0fc89dcfd758dbc1c570ebb89f4be
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: 8fb8a641bf1fb606b188c0a0e11f7625527a21dc1a51e50a7bd5e5a1e24f517a
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: 9f34493c4226820f1998c2750dc46dfcfe74b000617b36f5a6276370dfc47d0a
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: 1cc8b96559a5a4e6838990f3c317d7bcf911757a2331c01c70ceacd2b4f08f9d
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: 1cc8b96559a5a4e6838990f3c317d7bcf911757a2331c01c70ceacd2b4f08f9d
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_split' with key 'jit_split-1cc8b96559a5a4e6838990f3c317d7bcf911757a2331c01c70ceacd2b4f08f9d'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_split' because it took < 1.00 seconds to compile (0.01s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(split) in 0.013135672 sec
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming broadcast_in_dim for pjit in 0.000235081 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(broadcast_in_dim) with global shapes and types (ShapedArray(float32[]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(broadcast_in_dim) in 0.002312422 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: 27e122c16a30219a9db0e60eb08911b35e12797ec52d57e8f8f41426ca4e0f5c
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: 27e122c16a30219a9db0e60eb08911b35e12797ec52d57e8f8f41426ca4e0f5c
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: 7268b5ffe1d004c734acd49bdf0dd8409ce382af1cd94372f6baf5fe49f152c0
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: e8c33a758b5de043f088022f2b14780adf234b18ab5a5f6bbd4c6e0018d2bb81
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: e8c33a758b5de043f088022f2b14780adf234b18ab5a5f6bbd4c6e0018d2bb81
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: ac6ef15fda9e96a682aa8de41083f0e7ec872b20eaa743eb3397a0593e5e0d35
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: ac25d7dafa6e19356539febb3d2d13eddea60e51bffa083371f04b042a283295
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: 3d3978812eb9b9815eccfd1593628eb6747f4d1dea33a8587e985d55802904d7
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: 3d3978812eb9b9815eccfd1593628eb6747f4d1dea33a8587e985d55802904d7
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_broadcast_in_dim' with key 'jit_broadcast_in_dim-3d3978812eb9b9815eccfd1593628eb6747f4d1dea33a8587e985d55802904d7'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_broadcast_in_dim' because it took < 1.00 seconds to compile (0.01s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(broadcast_in_dim) in 0.011875153 sec
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming negative for pjit in 0.000245333 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(negative) with global shapes and types (ShapedArray(float32[15000,15]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(negative) in 0.002166986 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: d6e09d97d1b7ead57217789b47340ee45f57edbcfe84369fd1ada0979c8761ba
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: d6e09d97d1b7ead57217789b47340ee45f57edbcfe84369fd1ada0979c8761ba
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: e6352f1b393e5b8cb705d9d3573df435f9c45b0980ba586a3eba331a0a94c240
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: 08b30cec64d1eff9dfae0bad3e61c22e91c392055fb557cb09019c5bf77612fa
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: 08b30cec64d1eff9dfae0bad3e61c22e91c392055fb557cb09019c5bf77612fa
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: bcde2c048f161553142f8994e8e6d40fbc879e82a0f5be7b01d4001311f33bca
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: fd0941d4611aa2b3324a91e1ed0cfb787794a8d90b298933d783ce4d9ed0dcec
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: 3491592cc7ccd3961dc9e6802f5ce59d3886442d3f5bc3473f1d8da870873822
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: 3491592cc7ccd3961dc9e6802f5ce59d3886442d3f5bc3473f1d8da870873822
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_negative' with key 'jit_negative-3491592cc7ccd3961dc9e6802f5ce59d3886442d3f5bc3473f1d8da870873822'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_negative' because it took < 1.00 seconds to compile (0.01s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(negative) in 0.013668776 sec
PASSED                                                                   [ 63%]
tests/test_manifolds_jax.py::test_scalar_mul[PoincareBall-15-float64] PASSED [ 63%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[PoincareBall-15-float64] PASSED [ 63%]
tests/test_manifolds_jax.py::test_addition[PoincareBall-15-float32] PASSED [ 63%]
tests/test_manifolds_jax.py::test_scalar_mul[PoincareBall-15-float32] PASSED [ 63%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[PoincareBall-15-float32] PASSED [ 63%]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-15-float64] SKIPPED [ 64%]
tests/test_manifolds_jax.py::test_scalar_mul[Hyperboloid-15-float64] SKIPPED [ 64%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Hyperboloid-15-float64] SKIPPED [ 64%]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-15-float32] SKIPPED [ 64%]
tests/test_manifolds_jax.py::test_scalar_mul[Hyperboloid-15-float32] SKIPPED [ 64%]
